19-Sep-03,29.76,29.97,29.52,29.96,92433800,29.79
18-Sep-03,29.76,29.97,29.52,29.96,92433800,29.79
17-Sep-03,29.76,29.97,29.52,29.96,92433800,29.79
16-Sep-03,29.76,29.97,29.52,29.96,92433800,29.79
15-Sep-03,29.76,29.97,29.52,29.96,92433800,29.79
12-Sep-03,29.76,29.97,29.52,29.96,92433800,29.79
11-Sep-03,29.76,29.97,29.52,29.96,92433800,29.79
10-Sep-03,29.76,29.97,29.52,29.96,92433800,29.79
9-Sep-03,229.76,29.97,29.52,29.96,92433800,29.79
8-Sep-03,229.76,29.97,29.52,29.96,92433800,29.79
5-Sep-03,229.76,29.97,29.52,29.96,92433800,29.79
4-Sep-03,229.76,29.97,29.52,29.96,92433800,29.79
3-Sep-03,229.76,29.97,29.52,29.96,92433800,29.79
2-Sep-03,229.76,29.97,29.52,29.96,92433800,29.79
29-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
28-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
27-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
26-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
25-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
22-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
21-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
20-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
19-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
18-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
15-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
14-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
13-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
12-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
11-Aug-03,29.76,29.97,29.52,29.96,92433800,29.79
8-Aug-03,229.76,29.97,29.52,29.96,92433800,29.79
7-Aug-03,229.76,29.97,29.52,29.96,92433800,29.79
6-Aug-03,229.76,29.97,29.52,29.96,92433800,29.79
5-Aug-03,229.76,29.97,29.52,29.96,92433800,29.79
4-Aug-03,229.76,29.97,29.52,29.96,92433800,29.79
1-Aug-03,229.76,29.97,29.52,29.96,92433800,29.79
31-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
30-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
29-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
28-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
25-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
24-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
23-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
22-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
21-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
18-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
17-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
16-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
15-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
14-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
11-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
10-Jul-03,29.76,29.97,29.52,29.96,92433800,29.79
9-Jul-03,229.76,29.97,29.52,29.96,92433800,29.79
8-Jul-03,229.76,29.97,29.52,29.96,92433800,29.79
7-Jul-03,229.76,29.97,29.52,29.96,92433800,29.79
3-Jul-03,229.76,29.97,29.52,29.96,92433800,29.79
2-Jul-03,229.76,29.97,29.52,29.96,92433800,29.79
1-Jul-03,229.76,29.97,29.52,29.96,92433800,29.79
30-Jun-03,29.76,29.97,29.52,29.96,92433800,29.79
27-Jun-03,29.76,29.97,29.52,29.96,92433800,29.79
26-Jun-03,29.76,29.97,29.52,29.96,92433800,29.79
25-Jun-03,29.76,29.97,29.52,29.96,92433800,29.79
24-Jun-03,29.76,29.97,29.52,29.96,92433800,29.79
23-Jun-03,29.76,29.97,29.52,29.96,92433800,29.79
20-Jun-03,29.76,29.97,29.52,29.96,92433800,29.79
19-Jun-03,29.76,29.97,29.52,29.96,92433800,29.79
